GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,NAME_E,AF49E001
G08000100078011,2012-2016,Colorado,8,Adams County,1,7801,1,"Block Group 1, Census Tract 78.01, Adams County, Colorado",24141
G08000100078012,2012-2016,Colorado,8,Adams County,1,7801,2,"Block Group 2, Census Tract 78.01, Adams County, Colorado",25417
G08000100078021,2012-2016,Colorado,8,Adams County,1,7802,1,"Block Group 1, Census Tract 78.02, Adams County, Colorado",30321
G08000100078022,2012-2016,Colorado,8,Adams County,1,7802,2,"Block Group 2, Census Tract 78.02, Adams County, Colorado",31979
G08000100078023,2012-2016,Colorado,8,Adams County,1,7802,3,"Block Group 3, Census Tract 78.02, Adams County, Colorado",25755
G08000100079001,2012-2016,Colorado,8,Adams County,1,7900,1,"Block Group 1, Census Tract 79, Adams County, Colorado",46522
G08000100079002,2012-2016,Colorado,8,Adams County,1,7900,2,"Block Group 2, Census Tract 79, Adams County, Colorado",28403
G08000100079003,2012-2016,Colorado,8,Adams County,1,7900,3,"Block Group 3, Census Tract 79, Adams County, Colorado",39563
G08000100079004,2012-2016,Colorado,8,Adams County,1,7900,4,"Block Group 4, Census Tract 79, Adams County, Colorado",29063
G08000100080001,2012-2016,Colorado,8,Adams County,1,8000,1,"Block Group 1, Census Tract 80, Adams County, Colorado",55662
G08000100080002,2012-2016,Colorado,8,Adams County,1,8000,2,"Block Group 2, Census Tract 80, Adams County, Colorado",41776
G08000100080003,2012-2016,Colorado,8,Adams County,1,8000,3,"Block Group 3, Census Tract 80, Adams County, Colorado",47738
G08000100080004,2012-2016,Colorado,8,Adams County,1,8000,4,"Block Group 4, Census Tract 80, Adams County, Colorado",54356
G08000100080005,2012-2016,Colorado,8,Adams County,1,8000,5,"Block Group 5, Census Tract 80, Adams County, Colorado",52500
G08000100080006,2012-2016,Colorado,8,Adams County,1,8000,6,"Block Group 6, Census Tract 80, Adams County, Colorado",63008
G08000100081001,2012-2016,Colorado,8,Adams County,1,8100,1,"Block Group 1, Census Tract 81, Adams County, Colorado",35625
G08000100082001,2012-2016,Colorado,8,Adams County,1,8200,1,"Block Group 1, Census Tract 82, Adams County, Colorado",65046
G08000100082002,2012-2016,Colorado,8,Adams County,1,8200,2,"Block Group 2, Census Tract 82, Adams County, Colorado",47092
G08000100082003,2012-2016,Colorado,8,Adams County,1,8200,3,"Block Group 3, Census Tract 82, Adams County, Colorado",48750
G08000100083081,2012-2016,Colorado,8,Adams County,1,8308,1,"Block Group 1, Census Tract 83.08, Adams County, Colorado",59688
G08000100083082,2012-2016,Colorado,8,Adams County,1,8308,2,"Block Group 2, Census Tract 83.08, Adams County, Colorado",40931
G08000100083083,2012-2016,Colorado,8,Adams County,1,8308,3,"Block Group 3, Census Tract 83.08, Adams County, Colorado",23211
G08000100083091,2012-2016,Colorado,8,Adams County,1,8309,1,"Block Group 1, Census Tract 83.09, Adams County, Colorado",
G08000100083092,2012-2016,Colorado,8,Adams County,1,8309,2,"Block Group 2, Census Tract 83.09, Adams County, Colorado",37348
G08000100083093,2012-2016,Colorado,8,Adams County,1,8309,3,"Block Group 3, Census Tract 83.09, Adams County, Colorado",50618
G08000100083531,2012-2016,Colorado,8,Adams County,1,8353,1,"Block Group 1, Census Tract 83.53, Adams County, Colorado",
G08000100083532,2012-2016,Colorado,8,Adams County,1,8353,2,"Block Group 2, Census Tract 83.53, Adams County, Colorado",71987
G08000100083533,2012-2016,Colorado,8,Adams County,1,8353,3,"Block Group 3, Census Tract 83.53, Adams County, Colorado",61406
G08000100083534,2012-2016,Colorado,8,Adams County,1,8353,4,"Block Group 4, Census Tract 83.53, Adams County, Colorado",61087
G08000100083535,2012-2016,Colorado,8,Adams County,1,8353,5,"Block Group 5, Census Tract 83.53, Adams County, Colorado",51750
G08000100084011,2012-2016,Colorado,8,Adams County,1,8401,1,"Block Group 1, Census Tract 84.01, Adams County, Colorado",82708
G08000100084012,2012-2016,Colorado,8,Adams County,1,8401,2,"Block Group 2, Census Tract 84.01, Adams County, Colorado",49844
G08000100084021,2012-2016,Colorado,8,Adams County,1,8402,1,"Block Group 1, Census Tract 84.02, Adams County, Colorado",80284
G08000100084022,2012-2016,Colorado,8,Adams County,1,8402,2,"Block Group 2, Census Tract 84.02, Adams County, Colorado",65357
G08000100085051,2012-2016,Colorado,8,Adams County,1,8505,1,"Block Group 1, Census Tract 85.05, Adams County, Colorado",62656
G08000100085052,2012-2016,Colorado,8,Adams County,1,8505,2,"Block Group 2, Census Tract 85.05, Adams County, Colorado",62528
G08000100085053,2012-2016,Colorado,8,Adams County,1,8505,3,"Block Group 3, Census Tract 85.05, Adams County, Colorado",56121
G08000100085054,2012-2016,Colorado,8,Adams County,1,8505,4,"Block Group 4, Census Tract 85.05, Adams County, Colorado",62368
G08000100085055,2012-2016,Colorado,8,Adams County,1,8505,5,"Block Group 5, Census Tract 85.05, Adams County, Colorado",75750
G08000100085056,2012-2016,Colorado,8,Adams County,1,8505,6,"Block Group 6, Census Tract 85.05, Adams County, Colorado",93556
G08000100085061,2012-2016,Colorado,8,Adams County,1,8506,1,"Block Group 1, Census Tract 85.06, Adams County, Colorado",36500
G08000100085062,2012-2016,Colorado,8,Adams County,1,8506,2,"Block Group 2, Census Tract 85.06, Adams County, Colorado",51731
G08000100085063,2012-2016,Colorado,8,Adams County,1,8506,3,"Block Group 3, Census Tract 85.06, Adams County, Colorado",40164
G08000100085064,2012-2016,Colorado,8,Adams County,1,8506,4,"Block Group 4, Census Tract 85.06, Adams County, Colorado",26888
G08000100085071,2012-2016,Colorado,8,Adams County,1,8507,1,"Block Group 1, Census Tract 85.07, Adams County, Colorado",89286
G08000100085072,2012-2016,Colorado,8,Adams County,1,8507,2,"Block Group 2, Census Tract 85.07, Adams County, Colorado",62783
G08000100085073,2012-2016,Colorado,8,Adams County,1,8507,3,"Block Group 3, Census Tract 85.07, Adams County, Colorado",66458
G08000100085074,2012-2016,Colorado,8,Adams County,1,8507,4,"Block Group 4, Census Tract 85.07, Adams County, Colorado",75125
G08000100085075,2012-2016,Colorado,8,Adams County,1,8507,5,"Block Group 5, Census Tract 85.07, Adams County, Colorado",62174
G08000100085081,2012-2016,Colorado,8,Adams County,1,8508,1,"Block Group 1, Census Tract 85.08, Adams County, Colorado",75625
G08000100085082,2012-2016,Colorado,8,Adams County,1,8508,2,"Block Group 2, Census Tract 85.08, Adams County, Colorado",90776
G08000100085083,2012-2016,Colorado,8,Adams County,1,8508,3,"Block Group 3, Census Tract 85.08, Adams County, Colorado",56500
G08000100085231,2012-2016,Colorado,8,Adams County,1,8523,1,"Block Group 1, Census Tract 85.23, Adams County, Colorado",83750
G08000100085232,2012-2016,Colorado,8,Adams County,1,8523,2,"Block Group 2, Census Tract 85.23, Adams County, Colorado",92614
G08000100085233,2012-2016,Colorado,8,Adams County,1,8523,3,"Block Group 3, Census Tract 85.23, Adams County, Colorado",77500
G08000100085234,2012-2016,Colorado,8,Adams County,1,8523,4,"Block Group 4, Census Tract 85.23, Adams County, Colorado",
G08000100085241,2012-2016,Colorado,8,Adams County,1,8524,1,"Block Group 1, Census Tract 85.24, Adams County, Colorado",79223
G08000100085242,2012-2016,Colorado,8,Adams County,1,8524,2,"Block Group 2, Census Tract 85.24, Adams County, Colorado",97204
G08000100085243,2012-2016,Colorado,8,Adams County,1,8524,3,"Block Group 3, Census Tract 85.24, Adams County, Colorado",65253
G08000100085244,2012-2016,Colorado,8,Adams County,1,8524,4,"Block Group 4, Census Tract 85.24, Adams County, Colorado",95667
G08000100085245,2012-2016,Colorado,8,Adams County,1,8524,5,"Block Group 5, Census Tract 85.24, Adams County, Colorado",118298
G08000100085261,2012-2016,Colorado,8,Adams County,1,8526,1,"Block Group 1, Census Tract 85.26, Adams County, Colorado",77361
G08000100085262,2012-2016,Colorado,8,Adams County,1,8526,2,"Block Group 2, Census Tract 85.26, Adams County, Colorado",90573
G08000100085263,2012-2016,Colorado,8,Adams County,1,8526,3,"Block Group 3, Census Tract 85.26, Adams County, Colorado",48819
G08000100085264,2012-2016,Colorado,8,Adams County,1,8526,4,"Block Group 4, Census Tract 85.26, Adams County, Colorado",123173
G08000100085265,2012-2016,Colorado,8,Adams County,1,8526,5,"Block Group 5, Census Tract 85.26, Adams County, Colorado",139464
G08000100085291,2012-2016,Colorado,8,Adams County,1,8529,1,"Block Group 1, Census Tract 85.29, Adams County, Colorado",82154
G08000100085292,2012-2016,Colorado,8,Adams County,1,8529,2,"Block Group 2, Census Tract 85.29, Adams County, Colorado",70091
G08000100085293,2012-2016,Colorado,8,Adams County,1,8529,3,"Block Group 3, Census Tract 85.29, Adams County, Colorado",52232
G08000100085331,2012-2016,Colorado,8,Adams County,1,8533,1,"Block Group 1, Census Tract 85.33, Adams County, Colorado",85058
G08000100085332,2012-2016,Colorado,8,Adams County,1,8533,2,"Block Group 2, Census Tract 85.33, Adams County, Colorado",66235
G08000100085341,2012-2016,Colorado,8,Adams County,1,8534,1,"Block Group 1, Census Tract 85.34, Adams County, Colorado",88403
G08000100085342,2012-2016,Colorado,8,Adams County,1,8534,2,"Block Group 2, Census Tract 85.34, Adams County, Colorado",79677
G08000100085343,2012-2016,Colorado,8,Adams County,1,8534,3,"Block Group 3, Census Tract 85.34, Adams County, Colorado",95417
G08000100085351,2012-2016,Colorado,8,Adams County,1,8535,1,"Block Group 1, Census Tract 85.35, Adams County, Colorado",76500
G08000100085361,2012-2016,Colorado,8,Adams County,1,8536,1,"Block Group 1, Census Tract 85.36, Adams County, Colorado",95625
G08000100085371,2012-2016,Colorado,8,Adams County,1,8537,1,"Block Group 1, Census Tract 85.37, Adams County, Colorado",90316
G08000100085381,2012-2016,Colorado,8,Adams County,1,8538,1,"Block Group 1, Census Tract 85.38, Adams County, Colorado",
G08000100085382,2012-2016,Colorado,8,Adams County,1,8538,2,"Block Group 2, Census Tract 85.38, Adams County, Colorado",99621
G08000100085391,2012-2016,Colorado,8,Adams County,1,8539,1,"Block Group 1, Census Tract 85.39, Adams County, Colorado",83616
G08000100085401,2012-2016,Colorado,8,Adams County,1,8540,1,"Block Group 1, Census Tract 85.40, Adams County, Colorado",99259
G08000100085411,2012-2016,Colorado,8,Adams County,1,8541,1,"Block Group 1, Census Tract 85.41, Adams County, Colorado",117604
G08000100085421,2012-2016,Colorado,8,Adams County,1,8542,1,"Block Group 1, Census Tract 85.42, Adams County, Colorado",94826
G08000100085422,2012-2016,Colorado,8,Adams County,1,8542,2,"Block Group 2, Census Tract 85.42, Adams County, Colorado",85560
G08000100085431,2012-2016,Colorado,8,Adams County,1,8543,1,"Block Group 1, Census Tract 85.43, Adams County, Colorado",93782
G08000100085432,2012-2016,Colorado,8,Adams County,1,8543,2,"Block Group 2, Census Tract 85.43, Adams County, Colorado",108958
G08000100085433,2012-2016,Colorado,8,Adams County,1,8543,3,"Block Group 3, Census Tract 85.43, Adams County, Colorado",65170
G08000100085434,2012-2016,Colorado,8,Adams County,1,8543,4,"Block Group 4, Census Tract 85.43, Adams County, Colorado",88933
G08000100085435,2012-2016,Colorado,8,Adams County,1,8543,5,"Block Group 5, Census Tract 85.43, Adams County, Colorado",40755
G08000100085441,2012-2016,Colorado,8,Adams County,1,8544,1,"Block Group 1, Census Tract 85.44, Adams County, Colorado",103885
G08000100085451,2012-2016,Colorado,8,Adams County,1,8545,1,"Block Group 1, Census Tract 85.45, Adams County, Colorado",104918
G08000100085452,2012-2016,Colorado,8,Adams County,1,8545,2,"Block Group 2, Census Tract 85.45, Adams County, Colorado",94872
G08000100085453,2012-2016,Colorado,8,Adams County,1,8545,3,"Block Group 3, Census Tract 85.45, Adams County, Colorado",138875
G08000100085454,2012-2016,Colorado,8,Adams County,1,8545,4,"Block Group 4, Census Tract 85.45, Adams County, Colorado",87083
G08000100085455,2012-2016,Colorado,8,Adams County,1,8545,5,"Block Group 5, Census Tract 85.45, Adams County, Colorado",101272
G08000100085461,2012-2016,Colorado,8,Adams County,1,8546,1,"Block Group 1, Census Tract 85.46, Adams County, Colorado",58125
G08000100085462,2012-2016,Colorado,8,Adams County,1,8546,2,"Block Group 2, Census Tract 85.46, Adams County, Colorado",83750
G08000100085471,2012-2016,Colorado,8,Adams County,1,8547,1,"Block Group 1, Census Tract 85.47, Adams County, Colorado",78397
G08000100085472,2012-2016,Colorado,8,Adams County,1,8547,2,"Block Group 2, Census Tract 85.47, Adams County, Colorado",72656
G08000100085481,2012-2016,Colorado,8,Adams County,1,8548,1,"Block Group 1, Census Tract 85.48, Adams County, Colorado",84500
G08000100085491,2012-2016,Colorado,8,Adams County,1,8549,1,"Block Group 1, Census Tract 85.49, Adams County, Colorado",79347
G08000100085492,2012-2016,Colorado,8,Adams County,1,8549,2,"Block Group 2, Census Tract 85.49, Adams County, Colorado",95598
G08000100085501,2012-2016,Colorado,8,Adams County,1,8550,1,"Block Group 1, Census Tract 85.50, Adams County, Colorado",83965
G08000100085502,2012-2016,Colorado,8,Adams County,1,8550,2,"Block Group 2, Census Tract 85.50, Adams County, Colorado",61741
G08000100085503,2012-2016,Colorado,8,Adams County,1,8550,3,"Block Group 3, Census Tract 85.50, Adams County, Colorado",93182
G08000100085504,2012-2016,Colorado,8,Adams County,1,8550,4,"Block Group 4, Census Tract 85.50, Adams County, Colorado",59866
G08000100085511,2012-2016,Colorado,8,Adams County,1,8551,1,"Block Group 1, Census Tract 85.51, Adams County, Colorado",124722
G08000100086031,2012-2016,Colorado,8,Adams County,1,8603,1,"Block Group 1, Census Tract 86.03, Adams County, Colorado",37687
G08000100086041,2012-2016,Colorado,8,Adams County,1,8604,1,"Block Group 1, Census Tract 86.04, Adams County, Colorado",57250
G08000100086042,2012-2016,Colorado,8,Adams County,1,8604,2,"Block Group 2, Census Tract 86.04, Adams County, Colorado",42419
G08000100086051,2012-2016,Colorado,8,Adams County,1,8605,1,"Block Group 1, Census Tract 86.05, Adams County, Colorado",41908
G08000100086052,2012-2016,Colorado,8,Adams County,1,8605,2,"Block Group 2, Census Tract 86.05, Adams County, Colorado",80313
G08000100086061,2012-2016,Colorado,8,Adams County,1,8606,1,"Block Group 1, Census Tract 86.06, Adams County, Colorado",43365
G08000100086062,2012-2016,Colorado,8,Adams County,1,8606,2,"Block Group 2, Census Tract 86.06, Adams County, Colorado",61774
G08000100086063,2012-2016,Colorado,8,Adams County,1,8606,3,"Block Group 3, Census Tract 86.06, Adams County, Colorado",43542
G08000100087051,2012-2016,Colorado,8,Adams County,1,8705,1,"Block Group 1, Census Tract 87.05, Adams County, Colorado",55265
G08000100087052,2012-2016,Colorado,8,Adams County,1,8705,2,"Block Group 2, Census Tract 87.05, Adams County, Colorado",30804
G08000100087053,2012-2016,Colorado,8,Adams County,1,8705,3,"Block Group 3, Census Tract 87.05, Adams County, Colorado",41556
G08000100087054,2012-2016,Colorado,8,Adams County,1,8705,4,"Block Group 4, Census Tract 87.05, Adams County, Colorado",37788
G08000100087061,2012-2016,Colorado,8,Adams County,1,8706,1,"Block Group 1, Census Tract 87.06, Adams County, Colorado",28438
G08000100087062,2012-2016,Colorado,8,Adams County,1,8706,2,"Block Group 2, Census Tract 87.06, Adams County, Colorado",50268
G08000100087063,2012-2016,Colorado,8,Adams County,1,8706,3,"Block Group 3, Census Tract 87.06, Adams County, Colorado",51050
G08000100087091,2012-2016,Colorado,8,Adams County,1,8709,1,"Block Group 1, Census Tract 87.09, Adams County, Colorado",50139
G08000100087092,2012-2016,Colorado,8,Adams County,1,8709,2,"Block Group 2, Census Tract 87.09, Adams County, Colorado",31853
G08000100087093,2012-2016,Colorado,8,Adams County,1,8709,3,"Block Group 3, Census Tract 87.09, Adams County, Colorado",
G08000100087094,2012-2016,Colorado,8,Adams County,1,8709,4,"Block Group 4, Census Tract 87.09, Adams County, Colorado",37339
G08000100087095,2012-2016,Colorado,8,Adams County,1,8709,5,"Block Group 5, Census Tract 87.09, Adams County, Colorado",41157
G08000100088011,2012-2016,Colorado,8,Adams County,1,8801,1,"Block Group 1, Census Tract 88.01, Adams County, Colorado",
G08000100088012,2012-2016,Colorado,8,Adams County,1,8801,2,"Block Group 2, Census Tract 88.01, Adams County, Colorado",39016
G08000100088013,2012-2016,Colorado,8,Adams County,1,8801,3,"Block Group 3, Census Tract 88.01, Adams County, Colorado",43125
G08000100088021,2012-2016,Colorado,8,Adams County,1,8802,1,"Block Group 1, Census Tract 88.02, Adams County, Colorado",42355
G08000100088022,2012-2016,Colorado,8,Adams County,1,8802,2,"Block Group 2, Census Tract 88.02, Adams County, Colorado",45739
G08000100088023,2012-2016,Colorado,8,Adams County,1,8802,3,"Block Group 3, Census Tract 88.02, Adams County, Colorado",
G08000100089011,2012-2016,Colorado,8,Adams County,1,8901,1,"Block Group 1, Census Tract 89.01, Adams County, Colorado",42685
G08000100089012,2012-2016,Colorado,8,Adams County,1,8901,2,"Block Group 2, Census Tract 89.01, Adams County, Colorado",46522
G08000100090011,2012-2016,Colorado,8,Adams County,1,9001,1,"Block Group 1, Census Tract 90.01, Adams County, Colorado",57917
G08000100090012,2012-2016,Colorado,8,Adams County,1,9001,2,"Block Group 2, Census Tract 90.01, Adams County, Colorado",39167
G08000100090021,2012-2016,Colorado,8,Adams County,1,9002,1,"Block Group 1, Census Tract 90.02, Adams County, Colorado",42617
G08000100090022,2012-2016,Colorado,8,Adams County,1,9002,2,"Block Group 2, Census Tract 90.02, Adams County, Colorado",
G08000100090023,2012-2016,Colorado,8,Adams County,1,9002,3,"Block Group 3, Census Tract 90.02, Adams County, Colorado",54124
G08000100090024,2012-2016,Colorado,8,Adams County,1,9002,4,"Block Group 4, Census Tract 90.02, Adams County, Colorado",101771
G08000100090025,2012-2016,Colorado,8,Adams County,1,9002,5,"Block Group 5, Census Tract 90.02, Adams County, Colorado",49167
G08000100091011,2012-2016,Colorado,8,Adams County,1,9101,1,"Block Group 1, Census Tract 91.01, Adams County, Colorado",61875
G08000100091012,2012-2016,Colorado,8,Adams County,1,9101,2,"Block Group 2, Census Tract 91.01, Adams County, Colorado",48523
G08000100091013,2012-2016,Colorado,8,Adams County,1,9101,3,"Block Group 3, Census Tract 91.01, Adams County, Colorado",55368
G08000100091031,2012-2016,Colorado,8,Adams County,1,9103,1,"Block Group 1, Census Tract 91.03, Adams County, Colorado",52031
G08000100091032,2012-2016,Colorado,8,Adams County,1,9103,2,"Block Group 2, Census Tract 91.03, Adams County, Colorado",41845
G08000100091041,2012-2016,Colorado,8,Adams County,1,9104,1,"Block Group 1, Census Tract 91.04, Adams County, Colorado",57581
G08000100091042,2012-2016,Colorado,8,Adams County,1,9104,2,"Block Group 2, Census Tract 91.04, Adams County, Colorado",69405
G08000100092021,2012-2016,Colorado,8,Adams County,1,9202,1,"Block Group 1, Census Tract 92.02, Adams County, Colorado",54492
G08000100092022,2012-2016,Colorado,8,Adams County,1,9202,2,"Block Group 2, Census Tract 92.02, Adams County, Colorado",44148
G08000100092023,2012-2016,Colorado,8,Adams County,1,9202,3,"Block Group 3, Census Tract 92.02, Adams County, Colorado",52500
G08000100092031,2012-2016,Colorado,8,Adams County,1,9203,1,"Block Group 1, Census Tract 92.03, Adams County, Colorado",40278
G08000100092032,2012-2016,Colorado,8,Adams County,1,9203,2,"Block Group 2, Census Tract 92.03, Adams County, Colorado",43750
G08000100092033,2012-2016,Colorado,8,Adams County,1,9203,3,"Block Group 3, Census Tract 92.03, Adams County, Colorado",35890
G08000100092041,2012-2016,Colorado,8,Adams County,1,9204,1,"Block Group 1, Census Tract 92.04, Adams County, Colorado",58610
G08000100092042,2012-2016,Colorado,8,Adams County,1,9204,2,"Block Group 2, Census Tract 92.04, Adams County, Colorado",85805
G08000100092043,2012-2016,Colorado,8,Adams County,1,9204,3,"Block Group 3, Census Tract 92.04, Adams County, Colorado",75865
G08000100092061,2012-2016,Colorado,8,Adams County,1,9206,1,"Block Group 1, Census Tract 92.06, Adams County, Colorado",75625
G08000100092071,2012-2016,Colorado,8,Adams County,1,9207,1,"Block Group 1, Census Tract 92.07, Adams County, Colorado",59308
G08000100092072,2012-2016,Colorado,8,Adams County,1,9207,2,"Block Group 2, Census Tract 92.07, Adams County, Colorado",66198
G08000100093041,2012-2016,Colorado,8,Adams County,1,9304,1,"Block Group 1, Census Tract 93.04, Adams County, Colorado",93958
G08000100093042,2012-2016,Colorado,8,Adams County,1,9304,2,"Block Group 2, Census Tract 93.04, Adams County, Colorado",29517
G08000100093043,2012-2016,Colorado,8,Adams County,1,9304,3,"Block Group 3, Census Tract 93.04, Adams County, Colorado",44909
G08000100093044,2012-2016,Colorado,8,Adams County,1,9304,4,"Block Group 4, Census Tract 93.04, Adams County, Colorado",45027
G08000100093045,2012-2016,Colorado,8,Adams County,1,9304,5,"Block Group 5, Census Tract 93.04, Adams County, Colorado",47596
G08000100093061,2012-2016,Colorado,8,Adams County,1,9306,1,"Block Group 1, Census Tract 93.06, Adams County, Colorado",63384
G08000100093062,2012-2016,Colorado,8,Adams County,1,9306,2,"Block Group 2, Census Tract 93.06, Adams County, Colorado",51574
G08000100093071,2012-2016,Colorado,8,Adams County,1,9307,1,"Block Group 1, Census Tract 93.07, Adams County, Colorado",64226
G08000100093072,2012-2016,Colorado,8,Adams County,1,9307,2,"Block Group 2, Census Tract 93.07, Adams County, Colorado",46111
G08000100093081,2012-2016,Colorado,8,Adams County,1,9308,1,"Block Group 1, Census Tract 93.08, Adams County, Colorado",62159
G08000100093082,2012-2016,Colorado,8,Adams County,1,9308,2,"Block Group 2, Census Tract 93.08, Adams County, Colorado",55972
G08000100093083,2012-2016,Colorado,8,Adams County,1,9308,3,"Block Group 3, Census Tract 93.08, Adams County, Colorado",57614
G08000100093084,2012-2016,Colorado,8,Adams County,1,9308,4,"Block Group 4, Census Tract 93.08, Adams County, Colorado",34716
G08000100093091,2012-2016,Colorado,8,Adams County,1,9309,1,"Block Group 1, Census Tract 93.09, Adams County, Colorado",42114
G08000100093092,2012-2016,Colorado,8,Adams County,1,9309,2,"Block Group 2, Census Tract 93.09, Adams County, Colorado",69450
G08000100093101,2012-2016,Colorado,8,Adams County,1,9310,1,"Block Group 1, Census Tract 93.10, Adams County, Colorado",52332
G08000100093102,2012-2016,Colorado,8,Adams County,1,9310,2,"Block Group 2, Census Tract 93.10, Adams County, Colorado",63286
G08000100093103,2012-2016,Colorado,8,Adams County,1,9310,3,"Block Group 3, Census Tract 93.10, Adams County, Colorado",50417
G08000100093104,2012-2016,Colorado,8,Adams County,1,9310,4,"Block Group 4, Census Tract 93.10, Adams County, Colorado",43333
G08000100093161,2012-2016,Colorado,8,Adams County,1,9316,1,"Block Group 1, Census Tract 93.16, Adams County, Colorado",45063
G08000100093162,2012-2016,Colorado,8,Adams County,1,9316,2,"Block Group 2, Census Tract 93.16, Adams County, Colorado",45000
G08000100093163,2012-2016,Colorado,8,Adams County,1,9316,3,"Block Group 3, Census Tract 93.16, Adams County, Colorado",27390
G08000100093164,2012-2016,Colorado,8,Adams County,1,9316,4,"Block Group 4, Census Tract 93.16, Adams County, Colorado",60750
G08000100093165,2012-2016,Colorado,8,Adams County,1,9316,5,"Block Group 5, Census Tract 93.16, Adams County, Colorado",41290
G08000100093181,2012-2016,Colorado,8,Adams County,1,9318,1,"Block Group 1, Census Tract 93.18, Adams County, Colorado",35686
G08000100093182,2012-2016,Colorado,8,Adams County,1,9318,2,"Block Group 2, Census Tract 93.18, Adams County, Colorado",43770
G08000100093191,2012-2016,Colorado,8,Adams County,1,9319,1,"Block Group 1, Census Tract 93.19, Adams County, Colorado",24018
G08000100093192,2012-2016,Colorado,8,Adams County,1,9319,2,"Block Group 2, Census Tract 93.19, Adams County, Colorado",42500
G08000100093193,2012-2016,Colorado,8,Adams County,1,9319,3,"Block Group 3, Census Tract 93.19, Adams County, Colorado",39891
G08000100093201,2012-2016,Colorado,8,Adams County,1,9320,1,"Block Group 1, Census Tract 93.20, Adams County, Colorado",36795
G08000100093202,2012-2016,Colorado,8,Adams County,1,9320,2,"Block Group 2, Census Tract 93.20, Adams County, Colorado",43448
G08000100093211,2012-2016,Colorado,8,Adams County,1,9321,1,"Block Group 1, Census Tract 93.21, Adams County, Colorado",36981
G08000100093212,2012-2016,Colorado,8,Adams County,1,9321,2,"Block Group 2, Census Tract 93.21, Adams County, Colorado",56667
G08000100093213,2012-2016,Colorado,8,Adams County,1,9321,3,"Block Group 3, Census Tract 93.21, Adams County, Colorado",37029
G08000100093221,2012-2016,Colorado,8,Adams County,1,9322,1,"Block Group 1, Census Tract 93.22, Adams County, Colorado",61037
G08000100093222,2012-2016,Colorado,8,Adams County,1,9322,2,"Block Group 2, Census Tract 93.22, Adams County, Colorado",40893
G08000100093231,2012-2016,Colorado,8,Adams County,1,9323,1,"Block Group 1, Census Tract 93.23, Adams County, Colorado",61667
G08000100093232,2012-2016,Colorado,8,Adams County,1,9323,2,"Block Group 2, Census Tract 93.23, Adams County, Colorado",30294
G08000100093233,2012-2016,Colorado,8,Adams County,1,9323,3,"Block Group 3, Census Tract 93.23, Adams County, Colorado",97778
G08000100093234,2012-2016,Colorado,8,Adams County,1,9323,4,"Block Group 4, Census Tract 93.23, Adams County, Colorado",35833
G08000100093251,2012-2016,Colorado,8,Adams County,1,9325,1,"Block Group 1, Census Tract 93.25, Adams County, Colorado",37375
G08000100093252,2012-2016,Colorado,8,Adams County,1,9325,2,"Block Group 2, Census Tract 93.25, Adams County, Colorado",123816
G08000100093253,2012-2016,Colorado,8,Adams County,1,9325,3,"Block Group 3, Census Tract 93.25, Adams County, Colorado",83094
G08000100093261,2012-2016,Colorado,8,Adams County,1,9326,1,"Block Group 1, Census Tract 93.26, Adams County, Colorado",81500
G08000100093262,2012-2016,Colorado,8,Adams County,1,9326,2,"Block Group 2, Census Tract 93.26, Adams County, Colorado",98947
G08000100093271,2012-2016,Colorado,8,Adams County,1,9327,1,"Block Group 1, Census Tract 93.27, Adams County, Colorado",66563
G08000100093272,2012-2016,Colorado,8,Adams County,1,9327,2,"Block Group 2, Census Tract 93.27, Adams County, Colorado",75313
G08000100093273,2012-2016,Colorado,8,Adams County,1,9327,3,"Block Group 3, Census Tract 93.27, Adams County, Colorado",30185
G08000100093274,2012-2016,Colorado,8,Adams County,1,9327,4,"Block Group 4, Census Tract 93.27, Adams County, Colorado",66743
G08000100094011,2012-2016,Colorado,8,Adams County,1,9401,1,"Block Group 1, Census Tract 94.01, Adams County, Colorado",56313
G08000100094012,2012-2016,Colorado,8,Adams County,1,9401,2,"Block Group 2, Census Tract 94.01, Adams County, Colorado",49375
G08000100094013,2012-2016,Colorado,8,Adams County,1,9401,3,"Block Group 3, Census Tract 94.01, Adams County, Colorado",60608
G08000100094061,2012-2016,Colorado,8,Adams County,1,9406,1,"Block Group 1, Census Tract 94.06, Adams County, Colorado",65972
G08000100094062,2012-2016,Colorado,8,Adams County,1,9406,2,"Block Group 2, Census Tract 94.06, Adams County, Colorado",59615
G08000100094071,2012-2016,Colorado,8,Adams County,1,9407,1,"Block Group 1, Census Tract 94.07, Adams County, Colorado",53750
G08000100094072,2012-2016,Colorado,8,Adams County,1,9407,2,"Block Group 2, Census Tract 94.07, Adams County, Colorado",76325
G08000100094073,2012-2016,Colorado,8,Adams County,1,9407,3,"Block Group 3, Census Tract 94.07, Adams County, Colorado",69583
G08000100094081,2012-2016,Colorado,8,Adams County,1,9408,1,"Block Group 1, Census Tract 94.08, Adams County, Colorado",104514
G08000100094091,2012-2016,Colorado,8,Adams County,1,9409,1,"Block Group 1, Census Tract 94.09, Adams County, Colorado",109083
G08000100094092,2012-2016,Colorado,8,Adams County,1,9409,2,"Block Group 2, Census Tract 94.09, Adams County, Colorado",96071
